"{'贝瑞特的骨灰', '骨粉', '灰烬魔尘'}", "{48, 33, 10, 15}", 1009
"{'贝瑞特的骨灰', '骨粉', '蓝蝶翅膀'}", "{48, 33, 10, 15}", 1009
"{'先祖蛾翅膀', '贝瑞特的骨灰', '骨粉'}", "{48, 33, 10, 15}", 1009
"{'贝瑞特的骨灰', '灰烬藤蔓丛', '灰烬魔尘'}", "{48, 10, 15}", 649
"{'贝瑞特的骨灰', '蓝蝶翅膀', '灰烬藤蔓丛'}", "{33, 10, 15}", 917
"{'先祖蛾翅膀', '贝瑞特的骨灰', '灰烬藤蔓丛'}", "{33, 10, 15}", 917
"{'贝瑞特的骨灰', '骨粉', '灰烬藤蔓丛'}", "{10, 15}", 557
"{'奈恩根', '贝瑞特的骨灰', '灰烬藤蔓丛'}", "{10, 54, 15}", 1802
"{'贝瑞特的骨灰', '灰烬藤蔓丛', '深红奈恩根'}", "{10, 54, 15}", 1802
"{'猩红奈恩根', '贝瑞特的骨灰', '灰烬藤蔓丛'}", "{10, 54, 15}", 1802
"{'贝瑞特的骨灰', '蓝蝶翅膀', '灰烬魔尘'}", "{48, 33, 10, 15}", 1009
"{'先祖蛾翅膀', '贝瑞特的骨灰', '灰烬魔尘'}", "{48, 33, 10, 15}", 1009
"{'贝瑞特的骨灰', '骨粉', '灰烬魔尘'}", "{48, 10}", 500
"{'贝瑞特的骨灰', '痛苦草', '灰烬魔尘'}", "{48, 10, 47}", 557
"{'贝瑞特的骨灰', '雪果', '灰烬魔尘'}", "{48, 25, 10}", 549
"{'先祖蛾翅膀', '贝瑞特的骨灰', '蓝蝶翅膀'}", "{33, 15}", 509
"{'贝瑞特的骨灰', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'贝瑞特的骨灰', '蓝蝶翅膀', '骨粉'}", "{33, 15}", 509
"{'贝瑞特的骨灰', '蓝蝶翅膀', '加林根'}", "{33, 19, 15}", 1495
"{'贝瑞特的骨灰', '蓝蝶翅膀', '蓝山花'}", "{33, 19, 15}", 1495
"{'贝瑞特的骨灰', '蓝蝶翅膀', '树精的树液'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '贝瑞特的骨灰', '蓝蝶翅膀'}", "{33, 19, 25, 15}", 1544
"{'蜘蛛卵', '贝瑞特的骨灰', '蓝蝶翅膀'}", "{33, 19, 15}", 1495
"{'先祖蛾翅膀', '贝瑞特的骨灰', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '贝瑞特的骨灰', '骨粉'}", "{33, 15}", 509
"{'先祖蛾翅膀', '贝瑞特的骨灰', '加林根'}", "{33, 19, 15}", 1495
"{'先祖蛾翅膀', '贝瑞特的骨灰', '蓝山花'}", "{33, 19, 15}", 1495
"{'先祖蛾翅膀', '贝瑞特的骨灰', '蓝蝶翅膀'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '贝瑞特的骨灰', '树精的树液'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '贝瑞特的骨灰', '蜘蛛卵'}", "{33, 19, 15}", 1495
"{'娜米拉腐菌', '月蛾翅膀', '巢蚁卵'}", "{16, 13, 54}", 2286
"{'月蛾翅膀', '诺德藤壶', '巢蚁卵'}", "{16, 13, 54}", 2286
"{'吸血鬼灰烬', '月蛾翅膀', '巢蚁卵'}", "{16, 13, 54}", 2286
"{'骨粉', '巢蚁猎人触角', '加林根'}", "{33, 19, 15}", 1495
"{'骨粉', '蓝山花', '巢蚁猎人触角'}", "{33, 19, 15}", 1495
"{'骨粉', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'树精的树液', '骨粉', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '骨粉', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'蜘蛛卵', '骨粉', '巢蚁猎人触角'}", "{33, 19, 15}", 1495
"{'骨粉', '灰烬藤蔓丛', '巢蚁猎人触角'}", "{33, 10, 15}", 917
"{'骨粉', '灰烬魔尘', '巢蚁猎人触角'}", "{48, 33, 10, 15}", 1009
"{'骨粉', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 15}", 509
"{'先祖蛾翅膀', '骨粉', '巢蚁猎人触角'}", "{33, 15}", 509
"{'蓝山花', '巢蚁猎人触角', '加林根'}", "{33, 19, 15}", 1495
"{'蓝蝶翅膀', '巢蚁猎人触角', '加林根'}", "{33, 19, 25, 15}", 1544
"{'树精的树液', '巢蚁猎人触角', '加林根'}", "{25, 19, 15}", 1184
"{'先祖蛾翅膀', '巢蚁猎人触角', '加林根'}", "{33, 19, 25, 15}", 1544
"{'蜘蛛卵', '巢蚁猎人触角', '加林根'}", "{19, 15}", 1135
"{'吊苔', '巢蚁猎人触角', '加林根'}", "{16, 19, 15}", 1330
"{'光尘', '巢蚁猎人触角', '加林根'}", "{16, 19, 15}", 1330
"{'蓝蝶翅膀', '巢蚁猎人触角', '加林根'}", "{19, 15}", 1135
"{'龙葵', '巢蚁猎人触角', '加林根'}", "{19, 14, 15}", 1156
"{'奈恩根', '巢蚁猎人触角', '加林根'}", "{19, 14, 15}", 1156
"{'人类心脏', '巢蚁猎人触角', '加林根'}", "{16, 19, 14, 15}", 1351
"{'深红奈恩根', '巢蚁猎人触角', '加林根'}", "{19, 14, 15}", 1156
"{'先祖蛾翅膀', '巢蚁猎人触角', '加林根'}", "{19, 15}", 1135
"{'猩红奈恩根', '巢蚁猎人触角', '加林根'}", "{19, 14, 15}", 1156
"{'夜茄', '巢蚁猎人触角', '加林根'}", "{19, 14, 15}", 1156
"{'蜘蛛卵', '巢蚁猎人触角', '加林根'}", "{19, 15}", 1135
"{'蓝蝶翅膀', '蓝山花', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'树精的树液', '蓝山花', '巢蚁猎人触角'}", "{33, 19, 25}", 1395
"{'先祖蛾翅膀', '蓝山花', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'蜘蛛卵', '蓝山花', '巢蚁猎人触角'}", "{33, 19, 15}", 1495
"{'蓝山花', '巢蚁猎人触角', '吊苔'}", "{33, 19, 35}", 1739
"{'蓝蝶翅膀', '蓝山花', '巢蚁猎人触角'}", "{33, 19}", 1346
"{'蓝山花', '小麦', '巢蚁猎人触角'}", "{33, 19, 4, 35}", 1867
"{'熊爪', '蓝山花', '巢蚁猎人触角'}", "{33, 19, 35}", 1739
"{'先祖蛾翅膀', '蓝山花', '巢蚁猎人触角'}", "{33, 19}", 1346
"{'树精的树液', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 15, 19, 25}", 1544
"{'蜘蛛卵', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'骨粉', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'蓝蝶翅膀', '巢蚁猎人触角', '加林根'}", "{33, 19, 25, 15}", 1544
"{'蓝蝶翅膀', '蓝山花', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'树精的树液', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 15, 19, 25}", 1544
"{'蜘蛛卵', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '树精的树液', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'蜘蛛卵', '树精的树液', '巢蚁猎人触角'}", "{25, 19, 15}", 1184
"{'树精的树液', '巢蚁猎人触角', '烈焰树精木片'}", "{27, 25, 19}", 1260
"{'树精的树液', '蓝蝶翅膀', '巢蚁猎人触角'}", "{25, 19}", 1035
"{'树精的树液', '烧焦的树精木', '巢蚁猎人触角'}", "{27, 25, 19}", 1260
"{'先祖蛾翅膀', '树精的树液', '巢蚁猎人触角'}", "{25, 19}", 1035
"{'先祖蛾翅膀', '蜘蛛卵', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '骨粉', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '巢蚁猎人触角', '加林根'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '蓝山花', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '蓝蝶翅膀', '巢蚁猎人触角'}", "{33, 15, 19, 25}", 1544
"{'先祖蛾翅膀', '树精的树液', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '蜘蛛卵', '巢蚁猎人触角'}", "{33, 19, 25, 15}", 1544
"{'蜘蛛卵', '巢蚁猎人触角', '加林根'}", "{19, 15}", 1135
"{'蜘蛛卵', '蓝蝶翅膀', '巢蚁猎人触角'}", "{19, 15}", 1135
"{'蜘蛛卵', '犬根', '巢蚁猎人触角'}", "{19, 37, 15}", 1697
"{'蜘蛛卵', '先祖蛾翅膀', '巢蚁猎人触角'}", "{19, 15}", 1135
"{'食人鱼卵', '橙色蜻蜓', '红蜻蜓'}", "{50, 6, 40, 47}", 1095
"{'橙色蜻蜓', '痛苦草', '红蜻蜓'}", "{50, 6, 40, 47}", 1095
"{'食人鱼卵', '橙色蜻蜓', '红蜻蜓'}", "{50, 6, 40, 47}", 1095
"{'橙色蜻蜓', '痛苦草', '红蜻蜓'}", "{50, 6, 40, 47}", 1095
"{'食人鱼卵', '橙色蜻蜓', '痛苦草'}", "{40, 50, 47}", 942
"{'大蒜', '食人鱼卵', '橙色蜻蜓'}", "{40, 2, 50, 32}", 1660
"{'食人鱼卵', '橙色蜻蜓', '红蜻蜓'}", "{40, 50}", 885
"{'灰烬魔尘', '橙色蜻蜓', '痛苦草'}", "{48, 50, 47}", 472
"{'橙色蜻蜓', '痛苦草', '红蜻蜓'}", "{50, 47}", 380
"{'草籽', '红山花', '帝王伞苔'}", "{7, 31, 14, 47}", 558
"{'草籽', '荆棘之心', '红山花'}", "{7, 31, 47}", 537
"{'草籽', '灵质', '红山花'}", "{7, 31, 14, 47}", 558
"{'草籽', '人肉', '红山花'}", "{7, 14, 47}", 231
"{'草籽', '红山花', '虚无盐'}", "{7, 31, 14, 47}", 558
"{'气母胶质', '猛犸牙粉', '长毛象牙粉末'}", "{21, 38, 6, 8}", 1344
"{'水母果冻', '猛犸牙粉', '长毛象牙粉末'}", "{21, 38, 6, 8}", 1344
"{'猛犸牙粉', '紫山花', '长毛象牙粉末'}", "{21, 38, 6, 8}", 1344
"{'气母胶质', '猛犸牙粉', '长毛象牙粉末'}", "{21, 38, 6, 8}", 1344
"{'水母果冻', '猛犸牙粉', '长毛象牙粉末'}", "{21, 38, 6, 8}", 1344
"{'猛犸牙粉', '紫山花', '长毛象牙粉末'}", "{21, 38, 6, 8}", 1344
"{'水母果冻', '气母胶质', '长毛象牙粉末'}", "{21, 6}", 604
"{'气母胶质', '紫山花', '长毛象牙粉末'}", "{38, 21, 6}", 1166
"{'气母胶质', '毒茂花', '长毛象牙粉末'}", "{45, 21, 6}", 1595
"{'猛犸牙粉', '气母胶质', '长毛象牙粉末'}", "{21, 6}", 604
"{'水母果冻', '气母胶质', '长毛象牙粉末'}", "{21, 6, 24, 45}", 2666
"{'气母胶质', '长毛象牙粉末', '闪光花'}", "{24, 21, 6}", 1675
"{'气母胶质', '长毛象牙粉末', '幽光萌花'}", "{24, 21, 6}", 1675
"{'气母胶质', '长毛象牙粉末', '幽魂外皮'}", "{45, 21, 6}", 1595
"{'鹰喙', '气母胶质', '长毛象牙粉末'}", "{45, 21, 6}", 1595
"{'水母果冻', '紫山花', '长毛象牙粉末'}", "{38, 21, 6}", 1166
"{'水母果冻', '毒茂花', '长毛象牙粉末'}", "{45, 21, 6}", 1595
"{'猛犸牙粉', '水母果冻', '长毛象牙粉末'}", "{21, 6}", 604
"{'气母胶质', '水母果冻', '长毛象牙粉末'}", "{21, 6, 24, 45}", 2666
"{'水母果冻', '长毛象牙粉末', '闪光花'}", "{24, 21, 6}", 1675
"{'水母果冻', '长毛象牙粉末', '幽光萌花'}", "{24, 21, 6}", 1675
"{'水母果冻', '长毛象牙粉末', '幽魂外皮'}", "{45, 21, 6}", 1595
"{'鹰喙', '水母果冻', '长毛象牙粉末'}", "{45, 21, 6}", 1595
"{'寒霜甘草', '紫山花', '长毛象牙粉末'}", "{9, 38, 6}", 1123
"{'猛犸牙粉', '紫山花', '长毛象牙粉末'}", "{38, 6}", 715
"{'紫山花', '长毛象牙粉末', '小珍珠'}", "{9, 38, 6}", 1123
"{'萤火虫的胸壳', '紫山花', '长毛象牙粉末'}", "{3, 38, 6}", 984
"{'紫山花', '长毛象牙粉末', '银岸鲈鱼'}", "{9, 38, 6}", 1123
"{'鹰喙', '紫山花', '长毛象牙粉末'}", "{9, 38, 6}", 1123
"{'萤火虫的胸壳', '长鹿角', '希思特鲤鱼'}", "{32, 17, 6}", 1081
"{'长鹿角', '银岸鲈鱼', '希思特鲤鱼'}", "{17, 6}", 744
"{'鲑鱼卵', '长鹿角', '希思特鲤鱼'}", "{17, 52, 6, 31}", 1549
"{'长鹿角', '银岸鲈鱼', '希思特鲤鱼'}", "{17, 6}", 744
"{'萤火虫的胸壳', '长鹿角', '银岸鲈鱼'}", "{32, 17, 6}", 1081
"{'萤火虫的胸壳', '长鹿角', '紫山花'}", "{32, 3, 6}", 759
"{'长鹿角', '恶鼠尾巴', '银岸鲈鱼'}", "{46, 17, 6}", 767
"{'寒霜甘草', '长鹿角', '银岸鲈鱼'}", "{17, 6, 9}", 1152
"{'长鹿角', '剑齿虎眼', '银岸鲈鱼'}", "{46, 17, 6}", 767
"{'长鹿角', '小珍珠', '银岸鲈鱼'}", "{17, 6, 9}", 1152
"{'希思特鲤鱼', '长鹿角', '银岸鲈鱼'}", "{17, 6}", 744
"{'长鹿角', '银岸鲈鱼', '雪鼠尾巴'}", "{46, 17, 6}", 767
"{'鹰喙', '长鹿角', '银岸鲈鱼'}", "{17, 6, 9}", 1152
"{'长鹿角', '紫山花', '银岸鲈鱼'}", "{17, 6, 9}", 1152
"{'吊苔', '光尘', '加林根'}", "{16, 19}", 1181
"{'蓝山花', '吊苔', '光尘'}", "{16, 35, 19}", 1574
"{'人类心脏', '吊苔', '光尘'}", "{16, 19}", 1181
"{'熊爪', '吊苔', '光尘'}", "{16, 19, 35, 42}", 2136
"{'吊苔', '光尘', '加林根'}", "{16, 19}", 1181
"{'吊苔', '光尘', '龙葵'}", "{16, 19, 44}", 1901
"{'人类心脏', '吊苔', '光尘'}", "{16, 19}", 1181
"{'吊苔', '微光伞菌', '光尘'}", "{16, 51, 19, 44}", 2309
"{'吊苔', '夜茄', '光尘'}", "{16, 19, 44}", 1901
"{'吊苔', '光尘', '荧光菇'}", "{16, 51, 19, 44}", 2309
"{'蓝山花', '吊苔', '加林根'}", "{16, 35, 19}", 1574
"{'人类心脏', '吊苔', '加林根'}", "{16, 19}", 1181
"{'熊爪', '吊苔', '加林根'}", "{16, 19, 35, 42}", 2136
"{'吊苔', '光尘', '加林根'}", "{16, 19}", 1181
"{'蓝蝶翅膀', '吊苔', '加林根'}", "{16, 19, 15}", 1330
"{'吊苔', '龙葵', '加林根'}", "{16, 19, 14}", 1202
"{'奈恩根', '吊苔', '加林根'}", "{16, 19, 14, 15}", 1351
"{'人类心脏', '吊苔', '加林根'}", "{16, 19, 14}", 1202
"{'吊苔', '深红奈恩根', '加林根'}", "{16, 19, 14, 15}", 1351
"{'先祖蛾翅膀', '吊苔', '加林根'}", "{16, 19, 15}", 1330
"{'猩红奈恩根', '吊苔', '加林根'}", "{16, 19, 14, 15}", 1351
"{'吊苔', '夜茄', '加林根'}", "{16, 19, 14}", 1202
"{'蜘蛛卵', '吊苔', '加林根'}", "{16, 19, 15}", 1330
"{'蓝山花', '人类心脏', '吊苔'}", "{16, 35, 19}", 1574
"{'蓝山花', '熊爪', '吊苔'}", "{35, 19, 42}", 1941
"{'蓝山花', '蓝蝶翅膀', '吊苔'}", "{35, 19, 33}", 1739
"{'蓝山花', '吊苔', '小麦'}", "{35, 19, 4}", 1507
"{'蓝山花', '熊爪', '吊苔'}", "{35, 19}", 1379
"{'先祖蛾翅膀', '蓝山花', '吊苔'}", "{35, 19, 33}", 1739
"{'人类心脏', '吊苔', '熊爪'}", "{16, 19, 35, 42}", 2136
"{'人类心脏', '吊苔', '伐莫耳'}", "{16, 19, 20, 14}", 1606
"{'人类心脏', '吊苔', '光尘'}", "{16, 19}", 1181
"{'人类心脏', '吊苔', '巨魔脂肪'}", "{16, 19, 20, 14}", 1606
"{'人类心脏', '吊苔', '加林根'}", "{16, 19, 14}", 1202
"{'人类心脏', '吊苔', '龙葵'}", "{16, 19, 14}", 1202
"{'乌鸦鬼婆之羽', '人类心脏', '吊苔'}", "{16, 19, 20}", 1585
"{'人类心脏', '吊苔', '雪精灵耳'}", "{16, 19, 20, 14}", 1606
"{'人类心脏', '吊苔', '夜茄'}", "{16, 19, 14}", 1202
"{'蓝山花', '熊爪', '吊苔'}", "{35, 19, 42}", 1941
"{'熊爪', '吊苔', '小珍珠'}", "{35, 19, 6, 42}", 2094
"{'食人鱼卵', '大蒜', '红蜻蜓'}", "{32, 2, 40, 50}", 1660
"{'帝王伞苔', '巨魔脂肪', '红山花'}", "{43, 14, 31}", 911
"{'帝王伞苔', '灵质', '红山花'}", "{14, 31}", 348
"{'帝王伞苔', '红山花', '虚无盐'}", "{14, 31}", 348
"{'帝王伞苔', '荆棘之心', '红山花'}", "{7, 14, 31}", 501
"{'帝王伞苔', '灵质', '红山花'}", "{7, 14, 31}", 501
"{'帝王伞苔', '人肉', '红山花'}", "{7, 14, 31}", 501
"{'帝王伞苔', '红山花', '虚无盐'}", "{14, 31}", 348
"{'帝王伞苔', '灵质', '巨魔脂肪'}", "{43, 14, 31}", 911
"{'帝王伞苔', '巨魔脂肪', '虚无盐'}", "{43, 14, 31}", 911
"{'帝王伞苔', '巨魔脂肪', '毒蝇伞'}", "{43, 20, 14}", 988
"{'帝王伞苔', '巨魔脂肪', '伐莫耳'}", "{2, 20, 43, 14}", 1426
"{'帝王伞苔', '巨魔脂肪', '飞天菇菌'}", "{43, 20, 14}", 988
"{'帝王伞苔', '人类心脏', '巨魔脂肪'}", "{43, 20, 14}", 988
"{'帝王伞苔', '巨魔脂肪', '雪精灵耳'}", "{2, 20, 43, 14}", 1426
"{'帝王伞苔', '灵质', '虚无盐'}", "{14, 31}", 348
"{'帝王伞苔', '灵质', '红山花'}", "{7, 14, 31}", 501
"{'帝王伞苔', '灵质', '荆棘之心'}", "{7, 14, 31}", 501
"{'帝王伞苔', '灵质', '龙葵'}", "{44, 14, 31}", 1068
"{'帝王伞苔', '灵质', '人肉'}", "{7, 14, 31}", 501
"{'帝王伞苔', '灵质', '虚无盐'}", "{14, 31}", 348
"{'帝王伞苔', '灵质', '夜茄'}", "{44, 14, 31}", 1068
"{'帝王伞苔', '红山花', '虚无盐'}", "{14, 31}", 348
"{'帝王伞苔', '灵质', '虚无盐'}", "{14, 31}", 348
"{'帝王伞苔', '奈恩根', '虚无盐'}", "{23, 14, 31}", 595
"{'帝王伞苔', '深红奈恩根', '虚无盐'}", "{23, 14, 31}", 595
"{'帝王伞苔', '苔原棉花', '虚无盐'}", "{23, 14, 31}", 595
"{'帝王伞苔', '猩红奈恩根', '虚无盐'}", "{23, 14, 31}", 595
"{'剑齿虎眼', '帝王蝴蝶翅膀', '蝴蝶翅膀'}", "{16, 4, 53, 28}", 601
"{'魔族心脏', '帝王蝴蝶翅膀', '蝴蝶翅膀'}", "{16, 4, 53, 28}", 601
"{'剑齿虎眼', '帝王蝴蝶翅膀', '蝴蝶翅膀'}", "{16, 4, 53, 28}", 601
"{'魔族心脏', '帝王蝴蝶翅膀', '蝴蝶翅膀'}", "{16, 4, 53, 28}", 601
"{'魔族心脏', '剑齿虎眼', '帝王蝴蝶翅膀'}", "{16, 4}", 323
"{'剑齿虎眼', '帝王蝴蝶翅膀', '蝴蝶翅膀'}", "{16, 4}", 323
"{'剑齿虎眼', '帝王蝴蝶翅膀', '焦黑的恶鼠皮'}", "{16, 4, 6}", 476
"{'魔族心脏', '剑齿虎眼', '帝王蝴蝶翅膀'}", "{16, 4}", 323
"{'剑齿虎眼', '烧焦雪鼠尾巴', '帝王蝴蝶翅膀'}", "{16, 4, 6}", 476
"{'银岸鲈鱼', '剑齿虎眼', '帝王蝴蝶翅膀'}", "{16, 4, 46, 6}", 499
"{'魔族心脏', '帝王蝴蝶翅膀', '蝴蝶翅膀'}", "{16, 4}", 323
"{'魔族心脏', '剑齿虎眼', '帝王蝴蝶翅膀'}", "{16, 4}", 323
"{'魔族心脏', '蓝色蜻蜓', '帝王蝴蝶翅膀'}", "{16, 4, 21}", 774
"{'娜米拉腐菌', '魔族心脏', '帝王蝴蝶翅膀'}", "{16, 4, 21}", 774
"{'魔族心脏', '帝王蝴蝶翅膀', '小麦'}", "{16, 17, 4}", 914
"{'气母胶质', '毒茂花', '河布丁'}", "{18, 21, 45, 14}", 2383
"{'毒茂花', '丧钟花', '河布丁'}", "{18, 45, 14}", 1932
"{'水母果冻', '毒茂花', '河布丁'}", "{18, 21, 45, 14}", 2383
"{'毒茂花', '特拉玛根', '河布丁'}", "{18, 45, 14}", 1932
"{'真菌的根', '毒茂花', '河布丁'}", "{18, 45, 14}", 1932
"{'烈焰树精木片', '毒茂花', '河布丁'}", "{18, 27, 45, 14}", 2157
"{'毒茂花', '丧钟花', '河布丁'}", "{18, 45, 14}", 1932
"{'烧焦的树精木', '毒茂花', '河布丁'}", "{18, 27, 45, 14}", 2157
"{'毒茂花', '特拉玛根', '河布丁'}", "{18, 45, 14}", 1932
"{'真菌的根', '毒茂花', '河布丁'}", "{18, 45, 14}", 1932
"{'气母胶质', '毒茂花', '丧钟花'}", "{18, 45, 21, 14}", 2383
"{'水母果冻', '气母胶质', '毒茂花'}", "{45, 21}", 1442
"{'气母胶质', '毒茂花', '特拉玛根'}", "{18, 45, 21}", 2362
"{'真菌的根', '气母胶质', '毒茂花'}", "{18, 45, 21}", 2362
"{'猛犸牙粉', '气母胶质', '毒茂花'}", "{45, 21, 6}", 1595
"{'水母果冻', '气母胶质', '毒茂花'}", "{21, 6, 24, 45}", 2666
"{'气母胶质', '毒茂花', '闪光花'}", "{24, 45, 21}", 2513
"{'气母胶质', '毒茂花', '幽光萌花'}", "{24, 45, 21}", 2513
"{'气母胶质', '毒茂花', '幽魂外皮'}", "{45, 21, 6}", 1595
"{'鹰喙', '气母胶质', '毒茂花'}", "{45, 21, 6}", 1595
"{'水母果冻', '毒茂花', '丧钟花'}", "{18, 21, 45, 14}", 2383
"{'毒茂花', '特拉玛根', '丧钟花'}", "{18, 45, 14}", 1932
"{'真菌的根', '毒茂花', '丧钟花'}", "{18, 45, 14}", 1932
"{'毒茂花', '短鹿角', '丧钟花'}", "{1, 18, 14}", 1134
"{'毒茂花', '丧钟花', '河布丁'}", "{18, 14}", 941
"{'水母果冻', '毒茂花', '特拉玛根'}", "{18, 45, 21}", 2362
"{'真菌的根', '水母果冻', '毒茂花'}", "{18, 45, 21}", 2362
"{'猛犸牙粉', '水母果冻', '毒茂花'}", "{45, 21, 6}", 1595
"{'气母胶质', '水母果冻', '毒茂花'}", "{21, 6, 24, 45}", 2666
"{'水母果冻', '毒茂花', '闪光花'}", "{24, 45, 21}", 2513
"{'水母果冻', '毒茂花', '幽光萌花'}", "{24, 45, 21}", 2513
"{'水母果冻', '毒茂花', '幽魂外皮'}", "{45, 21, 6}", 1595
"{'鹰喙', '水母果冻', '毒茂花'}", "{45, 21, 6}", 1595
"{'真菌的根', '毒茂花', '特拉玛根'}", "{18, 45}", 1911
"{'毒茂花', '特拉玛根', '河布丁'}", "{18, 45}", 1911
"{'乌鸦鬼婆之羽', '毒茂花', '特拉玛根'}", "{16, 49, 18, 45}", 2313
"{'真菌的根', '毒茂花', '特拉玛根'}", "{16, 49, 18, 45}", 2313
"{'真菌的根', '毒茂花', '河布丁'}", "{18, 45}", 1911
"{'真菌的根', '毒茂花', '特拉玛根'}", "{16, 49, 18, 45}", 2313
"{'真菌的根', '毒茂花', '乌鸦鬼婆之羽'}", "{16, 49, 18, 45}", 2313
"{'毒蝇伞', '巨魔脂肪', '飞天菇菌'}", "{20, 11, 10, 43}", 2221
"{'毒蝇伞', '龙舌兰', '飞天菇菌'}", "{20, 11, 10, 43}", 2221
"{'毒蝇伞', '巨魔脂肪', '飞天菇菌'}", "{20, 11, 10, 43}", 2221
"{'毒蝇伞', '龙舌兰', '飞天菇菌'}", "{20, 11, 10, 43}", 2221
"{'毒蝇伞', '巨魔脂肪', '龙舌兰'}", "{10, 43, 20}", 1375
"{'毒蝇伞', '巨魔脂肪', '伐莫耳'}", "{2, 20, 43, 14}", 1426
"{'毒蝇伞', '巨魔脂肪', '飞天菇菌'}", "{43, 20}", 967
"{'毒蝇伞', '人类心脏', '巨魔脂肪'}", "{43, 20, 14}", 988
"{'毒蝇伞', '巨魔脂肪', '雪精灵耳'}", "{2, 20, 43, 14}", 1426
"{'毒蝇伞', '飞天菇菌', '龙舌兰'}", "{10, 43}", 971
"{'短鹿角', '丧钟花', '龙葵'}", "{1, 53, 14}", 262
"{'短鹿角', '夜茄', '龙葵'}", "{53, 14}", 69
"{'短鹿角', '光尘', '龙葵'}", "{19, 44, 53, 14}", 1775
"{'短鹿角', '鸡蛋', '龙葵'}", "{19, 53, 14}", 1055
"{'加林根', '短鹿角', '龙葵'}", "{19, 53, 14}", 1055
"{'灵质', '短鹿角', '龙葵'}", "{44, 53, 14}", 789
"{'人类心脏', '短鹿角', '龙葵'}", "{19, 53, 14}", 1055
"{'短鹿角', '夜茄', '龙葵'}", "{19, 53, 44, 14}", 1775
"{'鹰的蛋', '短鹿角', '龙葵'}", "{19, 53, 14}", 1055
"{'短鹿角', '夜茄', '丧钟花'}", "{1, 53, 14}", 262
"{'河布丁', '短鹿角', '丧钟花'}", "{1, 18, 14}", 1134
"{'短鹿角', '夜茄', '光尘'}", "{19, 44, 53, 14}", 1775
"{'短鹿角', '夜茄', '鸡蛋'}", "{19, 53, 14}", 1055
"{'短鹿角', '夜茄', '加林根'}", "{19, 53, 14}", 1055
"{'灵质', '短鹿角', '夜茄'}", "{44, 53, 14}", 789
"{'短鹿角', '夜茄', '龙葵'}", "{19, 53, 44, 14}", 1775
"{'人类心脏', '短鹿角', '夜茄'}", "{19, 53, 14}", 1055
"{'鹰的蛋', '短鹿角', '夜茄'}", "{19, 53, 14}", 1055
"{'恶鼠尾巴', '银岸鲈鱼', '雪鼠尾巴'}", "{17, 14, 29, 46}", 891
"{'恶鼠尾巴', '银岸鲈鱼', '雪鼠尾巴'}", "{17, 14, 29, 46}", 891
"{'寒霜甘草', '恶鼠尾巴', '银岸鲈鱼'}", "{17, 46, 9}", 1022
"{'剑齿虎眼', '恶鼠尾巴', '银岸鲈鱼'}", "{17, 46, 6}", 767
"{'小珍珠', '恶鼠尾巴', '银岸鲈鱼'}", "{17, 6, 46, 9}", 1175
"{'希思特鲤鱼', '恶鼠尾巴', '银岸鲈鱼'}", "{17, 46, 6}", 767
"{'恶鼠尾巴', '银岸鲈鱼', '雪鼠尾巴'}", "{17, 46}", 614
"{'鹰喙', '恶鼠尾巴', '银岸鲈鱼'}", "{17, 6, 46, 9}", 1175
"{'紫山花', '恶鼠尾巴', '银岸鲈鱼'}", "{17, 6, 46, 9}", 1175
